Código Subclassificação	Nome Subclassificação	Código Classificação
42193	1412.2260 Maiôs, biquínis e semelhantes de praia, de malha	816
42194	1412.2270 Maiôs, biquínis e semelhantes de praia, exceto de malha	816
42195	1412.2315 Paletós, blazers, casacos, sobretudos, japonas, capas e semelhantes, exceto de malha, de uso masculino	816
42196	1412.2320 Partes do vestuário (mangas, golas, colarinhos, cós, ombreiras e semelhantes)	816
42197	1412.2330 Saias e saias-calças, de malha	816
42198	1412.2340 Saias e saias-calças, exceto de malha	816
42199	1412.2380 Ternos, exceto de malha, de uso masculino	816
42200	1412.2385 Ternos, paletós, blazers, casacos, sobretudos, japonas, capas e semelhantes, de malha, de uso masculino	816
42201	1412.2390 Vestidos, de malha	816
42202	1412.2400 Vestuário, de couro natural ou reconstituído	816
42203	1412.2410 Vestuário, de plástico, exceto de uso profissional	816
42204	1412.2420 Vestidos, exceto de malha	816
42205	1412.2425 Vestuário de outros tipos, de malha, de uso feminino ou masculino	816
42206	1412.2435 Vestuário de outros tipos, exceto de malha, de uso feminino ou masculino	816
42207	1412.2443 Vestuário e seus acessórios de malha para uso infantil	816
42208	1412.2445 Vestuário e seus acessórios, exceto de malha, para uso infantil	816
42209	1412.2450 Vestuário e seus acessórios, de malha, para bebês	816
42210	1412.2460 Vestuário e seus acessórios, exceto de malha, para bebês	816
42211	1412.9010 Serviço de confecção de outras peças do vestuário, facção ou serviços relacionados	816
42212	1413 Confecção de roupas profissionais	816
42213	1413.2010 Blazers (paletós, casacos) para uso profissional, de tecido inclusive de malha, de uso feminino	816
42214	1413.2020 Blazers (paletós, casacos) para uso profissional, de tecido inclusive de malha, de uso masculino	816
42215	1413.2030 Calças, bermudas, jardineiras, shorts e semelhantes para uso profissional, de tecido inclusive de malha, de uso feminino	816
42216	1413.2040 Calças, bermudas, jardineiras, shorts e semelhantes para uso profissional, de tecido inclusive de malha, de uso masculino	816
42217	1413.2050 Camisas, camisetas, blusas e semelhantes para uso profissional, de tecido inclusive de malha	816
42218	"1413.2060 Conjuntos (inclusive ""tailleurs"") para uso profissional, de tecido inclusive de malha, de uso feminino"	816
42219	1413.2070 Conjuntos para uso profissional, de tecido inclusive de malha, de uso masculino	816
42220	1413.2080 Macacões, jalecos, batinas, togas, fardas e semelhantes para uso profissional, inclusive uniformes escolares	816
42221	1413.2090 Vestuário para uso profissional, de feltros, falsos tecidos ou tecidos impregnados	816
42222	1413.2100 Vestuário para uso profissional, de plástico	816
42223	1413.9010 Serviço de confecção de roupas profissionais, facção ou outros serviços relacionados	816
42224	1414 Fabricação de acessórios do vestuário, exceto para segurança e proteção	816
42225	1414.2020 Acessórios do vestuário confeccionados com plástico, exceto para segurança e proteção	816
42226	1414.2030 Acessórios do vestuário de couro natural ou reconstituído, n.e., exceto para segurança e proteção	816
42227	1414.2042 Acessórios do vestuário e suas partes, confeccionados com tecido de malha (cintos, xales, echarpes, gravatas, lenços e semelhantes)	816
42228	1414.2050 Chapéus, bonés, boinas e outros artefatos de uso semelhante (inclusive esboços), exceto de borracha ou plástico	816
42229	1414.2055 Cintos, cinturões e semelhantes de couro natural ou reconstituído, exceto para segurança e proteção	816
42230	1414.2065 Gravatas, cintos, xales, echarpes, lenços e outros acessórios do vestuário e suas partes, confeccionados com tecidos planos	816
42231	1414.2090 Luvas e semelhantes de qualquer material, exceto para esporte, segurança e proteção	816
42232	1414.2130 Peles artificiais e seus artefatos	816
42233	1414.2140 Peles com pêlos (peleteria), inteiras, curtidas ou acabadas, não montadas	816
42234	1414.2150 Vestuário, acessórios e artigos diversos de peles com pêlos	816
42235	1414.9010 Serviço de confecção de acessórios do vestuário (exceto acessórios de segurança e proteção) e serviços relacionados	816
42236	1421 Fabricação de meias	816
42237	1421.2010 Meias de algodão ou outras fibras têxteis naturais	816
42238	1421.2020 Meias de fibra sintética ou artificial	816
42239	1421.2030 Meias de malha, n.e.	816
42240	1421.2040 Meias-calças de algodão ou outras fibras têxteis naturais	816
42241	1421.2050 Meias-calças de fibra sintética ou artificial	816
42242	1421.9010 Serviços de confecção de meias e serviços relacionados	816
42243	1422 Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias	816
42244	1422.2010 Suéteres, pulôveres e semelhantes de malha de lã ou de pêlos finos	816
42245	1422.2020 Suéteres, pulôveres e semelhantes de malha de matérias têxteis, exceto lã	816
42246	1422.9010 Serviço de confecção de artigos do vestuário produzidos por tricotagem e serviços relacionados	816
42247	1510 Curtimento e outras preparações de couro	816
42248	1510.2010 Aparas e outros desperdícios de couro; serragem, pó e farinha de couro	816
42249	1510.2020 Couro reconstituído à base de couro ou de fibras de couro, em chapas, folhas ou tiras	816
42250	1510.2040 Couros e peles acamurçados (incluída a camurça combinada)	816
42251	1510.2050 Couros e peles de bovinos e equídeos simplesmente curtidos (p. ex. pré-curtimento vegetal), exceto ao cromo (wet-blue), ou recurtidos	816
42252	1510.2060 Couros e peles de bovinos e equídeos apergaminhados ou preparados após curtimento ou secagem	816
42253	"1510.2065 Couros e peles inteiros, de bovinos (incluindo os búfalos), no estado seco (""crust"")"	816
42254	1510.2067 Couros e peles inteiros, de bovinos (incluindo os búfalos), simplesmente curtidos ao cromo (wet-blue)	816
42255	1510.2070 Couros e peles metalizados, envernizados ou revestidos	816
42256	"1510.2085 Couros ou peles depiladas de suínos, caprinos ou de ovinos, curtidas ou ""crust"", apergaminhadas ou preparadas após curtimento"	816
42257	"1510.2100 Couros ou peles de répteis ou de outros animais, curtidas ou ""crust"", apergaminhadas ou preparadas após curtimento"	816
42258	1510.9010 Serviço de curtimento e outras preparações do couro e serviços relacionados	816
42259	1521 Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material	816
42260	1521.2010 Bolsas e mochilas de qualquer material, inclusive bolsas térmicas	816
42261	1521.2030 Estojos de viagem, de toucador, de costura, etc., de couro natural ou artificial ou de outras matérias têxteis	816
42262	1521.2040 Estojos para usos diversos (óculos, binóculos, máquinas fotográficas, instrumentos musicais), de couro natural ou artificial ou de matérias têxteis	816
42263	1521.2050 Malas, maletas, valises e semelhantes para viagem, de qualquer material	816
42264	1521.2060 Pastas de couro para documentos ou para estudantes	816
42265	1521.2070 Pastas para documentos ou para estudantes de qualquer material, exceto couro	816
42266	1521.9010 Serviço de confecção de malas, bolsas e outros artefatos para viagem de qualquer material e serviços relacionados	816
42267	1529 Fabricação de artefatos de couro não especificados anteriormente	816
42268	1529.2010 Artigos de couro natural ou reconstituído para usos técnicos (correias transportadoras, correias de transmissão, juntas, tubos, mangueiras etc.)	816
42269	1529.2020 Artigos de seleiro ou de correeiro para quaisquer animais, de qualquer material (arreios, selas, focinheiras, coleiras, etc.)	816
42270	1529.2030 Artigos diversos de couro natural ou reconstituído (p. ex. ossos de brinquedos para cães, capas de couro para bancos de veículos, etc.)	816
42271	1529.2033 Carteiras para dinheiro ou documentos, porta-níqueis, cigarreiras, etc., de couro natural ou artificial ou de outras matérias têxteis	816
42272	1529.9010 Serviço de confecção de artefatos de couro e serviços relacionados	816
42273	1531 Fabricação de calçados de couro	816
42274	1531.2010 Calçados femininos com a parte superior de couro natural (sapatos, sapatênis, botas, sandálias, chinelos, etc.) - exceto esportivos, de segurança e tênis para uso casual	816
42275	1531.2020 Calçados infantis com a parte superior de couro natural (sapatos, sapatênis, botas, sandálias, chinelos, etc.) - exceto esportivos e tênis para uso casual	816
42276	1531.2030 Calçados masculinos com a parte superior de couro natural (sapatos, sapatênis, botas, sandálias, chinelos, etc.) - exceto esportivos, de segurança e tênis para uso casual	816
42277	1531.2045 Calçados de segurança (uso profissional) de couro, masculino ou feminino	816
42278	1531.2060 Calçados esportivos com a parte superior de couro, masculino ou feminino - exceto tênis para uso casual	816
42279	1531.9010 Serviços relacionados à confecção de calçados com a parte superior de couro natural	816
42280	1532 Fabricação de tênis de qualquer material	816
42281	1532.2055 Tênis feminino para uso casual	816
42282	1532.2060 Tênis masculino para uso casual	816
42283	1532.9010 Serviços relacionados à confecção de tênis para uso casual	816
42284	1533 Fabricação de calçados de material sintético	816
42285	1533.2040 Calçados de segurança (uso profissional) de material sintético, montado, masculino ou feminino	816
42286	1533.2050 Calçados esportivos de material sintético, montado (chuteiras, sapatilhas e semelhantes), masculino ou feminino - exceto tênis para uso casual	816
42287	1533.2060 Calçados femininos de plástico, moldado, inclusive impermeáveis (sapatos, botas, sandálias, chinelos, etc.) - exceto tênis para uso casual	816
42288	1533.2070 Calçados infantis de plástico, moldado, inclusive impermeáveis (sapatos, botas, sandálias, chinelos, etc.)	816
42289	1533.2080 Calçados masculinos de plástico, moldado, inclusive impermeáveis (sapatos, botas, sandálias, chinelos, etc.) - exceto tênis para uso casual	816
42290	1533.2090 Calçado de plástico, moldado, para uso profissional, masculino ou feminino	816
42291	1533.2100 Calçados esportivos de plástico, moldado (chuteiras, sapatilhas e semelhantes), masculino ou feminino - exceto tênis para uso casual	816
42292	1533.2110 Calçados femininos de material sintético, montado - exceto chinelos e sandálias, esportivos, de segurança e tênis para uso casual	816
42293	1533.2120 Calçados infantis de material sintético, montado (sapatos, botas, etc.)	816
42294	1533.2130 Calçados masculinos de material sintético, montado - exceto chinelos e sandálias, esportivos, de segurança e tênis para uso casual	816
42295	1533.2140 Sandálias e chinelos masculino ou feminino de material sintético, montado	816
42296	1533.9010 Serviços relacionados à confecção de calçados de material sintético (plástico)	816
42297	1539 Fabricação de calçados de materiais não especificados anteriormente	816
42298	1539.2010 Calçados de borracha, moldado, inclusive impermeáveis, exceto de segurança	816
42299	1539.2020 Calçados de segurança (uso profissional) de borracha, moldado, masculino ou feminino	816
42300	1539.2030 Calçados femininos de material têxtil (sapatos, sapatênis, botas, sandálias, chinelos, etc.) - exceto tênis para uso casual	816
42301	1539.2040 Calçados infantis de material têxtil (sapatos, sapatênis, botas, sandálias, chinelos, etc.)	816
42302	1539.2050 Calçados masculinos de material têxtil (sapatos, sapatênis, botas, sandálias, chinelos, etc.) - exceto tênis para uso casual	816
42303	1539.2060 Calçados de segurança (uso profissional) de material têxtil, masculino ou feminino	816
42304	1539.2070 Calçados esportivos de material têxtil (sapatilhas e semelhantes) - exceto tênis para uso casual	816
42305	1539.2090 Calçados de materiais n.e., exceto calçados de asbesto ou amianto, ortopédicos e patins para gelo	816
42306	1539.9010 Serviços relacionados à confecção de calçados de borracha	816
42307	1539.9020 Serviços relacionados à confecção de calçados de outros materiais	816
42308	1540 Fabricação de partes para calçados, de qualquer material	816
42309	1540.2010 Contrafortes de couro para calçados	816
42310	1540.2020 Palmilhas de qualquer material para calçados, exceto ortopédicas	816
42311	1540.2030 Partes de madeira para calçados	816
42312	1540.2040 Partes superiores, de borracha, para calçados e seus componentes	816
42313	1540.2050 Partes superiores, de couro, para calçados e seus componentes, exceto contrafortes	816
42314	1540.2060 Partes para calçados de materiais n.e. (inclusive partes superiores, alma, biqueira e palmilha de aço, etc.)	816
42315	1540.2070 Partes superiores, de material sintético, para calçados e seus componentes	816
42316	1540.2080 Partes superiores de material têxtil, para calçados ou seus componentes	816
42317	1540.2090 Solas, solados ou saltos de borracha para calçados	816
42318	1540.2100 Solas, solados e saltos de couro para calçados	816
42319	1540.2110 Solas, solados e saltos de plástico para calçados	816
42320	1540.9010 Serviços relacionados à confecção de cortes, viras, contrafortes e outros acessórios de couro para calçados	816
42321	1540.9020 Serviços relacionados à confecção de partes e acessórios para calçados, de qualquer material (exceto couro)	816
42322	1610 Desdobramento de madeira	816
42323	1610.2010 Dormente de madeira para vias férreas ou semelhantes, impregnados ou não	816
42324	1610.2020 Lã de madeira; farinha de madeira	816
42325	1610.2025 Madeira desbastada ou arredondada, não trabalhada de qualquer outro modo; madeira em fasquias, lâminas, fitas e semelhantes	816
42326	1610.2030 Madeira em bruto tratada com creosoto ou outro agente de conservação, exceto postes de madeira e dormentes	816
42327	1610.2040 Madeira em partículas ou lascas	816
42328	1610.2050 Madeira perfilada ou perfis de molduras de madeira	816
42329	1610.2060 Madeira serrada, aplainada ou polida	816
42349	1610.2070 Postes de madeira tratados com creosoto ou outro conservante	816
42350	1610.2080 Pranchas de madeira, serradas, aplainadas ou polidas, de espessura superior a 6 mm	816
