Código Variável	Nome Variável
3729	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram ter conhecimento de consumo de cigarro pelos escolares nas suas dependências, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3730	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram ter conhecimento de consumo de cigarro pelos escolares nas suas dependências, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3731	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir política sobre proibição do uso do tabaco nas suas dependências (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3732	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir política sobre proibição do uso do tabaco nas suas dependências, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3733	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir política sobre proibição do uso do tabaco nas suas dependências, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3734	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir política sobre proibição do uso do tabaco nas suas dependências (%) - casas decimais:  padrão = 1, máximo = 8
3735	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir política sobre proibição do uso do tabaco nas suas dependências, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3736	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir política sobre proibição do uso do tabaco nas suas dependências, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3784	Proporção de mulheres de 16 anos ou mais de idade, ocupadas na semana de referência, em trabalhos formais (%) - casas decimais:  padrão = 1, máximo = 1
3785	Rendimento médio mensal nominal das pessoas de 10 anos ou mais de idade, com rendimento (Reais) - casas decimais:  padrão = 0, máximo = 0
3792	Taxa de incidência de AIDS (número de casos novos por 100.000 habitantes) (%) - casas decimais:  padrão = 1, máximo = 1
3795	Taxa de frequência escolar bruta (%) - casas decimais:  padrão = 1, máximo = 1
3796	Taxa de frequência escolar líquida (%) - casas decimais:  padrão = 1, máximo = 1
3797	Índice de receita nominal de serviços (Base: Média de 2011 = 100) (Número-índice) - casas decimais:  padrão = 1, máximo = 1
3798	Variação mês/igual mês do ano anterior da receita nominal de serviços (Base: Igual mês do ano anterior = 100) (%) - casas decimais:  padrão = 1, máximo = 1
3799	Variação acumulada no ano da receita nominal de serviços (Base: Igual período do ano anterior = 100) (%) - casas decimais:  padrão = 1, máximo = 1
3800	Variação acumulada em 12 meses da receita nominal de serviços (Base: 12 meses imediatamente anteriores aos 12 últimos meses = 100) (%) [dezembro 2012 a dezembro 2016] - casas decimais:  padrão = 1, máximo = 1
3801	Índice de volume de serviços (Base: média de 2011 = 100) (Número-índice) - casas decimais:  padrão = 1, máximo = 1
3802	Variação mês/igual mês do ano anterior do volume de serviços (Base: Igual mês do ano anterior = 100) (%) - casas decimais:  padrão = 1, máximo = 1
3803	Variação acumulada no ano do volume de serviços (Base: Igual período do ano anterior = 100) (%) - casas decimais:  padrão = 1, máximo = 1
3804	Variação acumulada em 12 meses do volume de serviços (Base: 12 meses imediatamente anteriores aos 12 últimos meses = 100) (%) [dezembro 2012 a dezembro 2016] - casas decimais:  padrão = 1, máximo = 1
3805	Índice de receita nominal das atividades turísticas (Base: média de 2011 = 100) (Número-índice) - casas decimais:  padrão = 1, máximo = 1
3806	Variação mês/igual mês do ano anterior da receita nominal das atividades turísticas (Base: Igual mês do ano anterior = 100) (%) - casas decimais:  padrão = 1, máximo = 1
3807	Variação acumulada no ano da receita nominal das atividades turísticas (Base: Igual período do ano anterior = 100) (%) - casas decimais:  padrão = 1, máximo = 1
3808	Variação acumulada em 12 meses da receita nominal das atividades turísticas (Base: 12 meses imediatamente anteriores aos 12 últimos meses = 100) (%) [dezembro 2012 a dezembro 2016] - casas decimais:  padrão = 1, máximo = 1
3809	Índice de volume das atividades turísticas (Base: média de 2011 = 100) (Número-índice) - casas decimais:  padrão = 1, máximo = 1
3810	Variação mês/igual mês do ano anterior do volume das atividades turísticas (Base: Igual mês do ano anterior = 100) (%) - casas decimais:  padrão = 1, máximo = 1
3811	Variação acumulada no ano do volume das atividades turísticas (Base: Igual período do ano anterior = 100) (%) - casas decimais:  padrão = 1, máximo = 1
3812	Variação acumulada em 12 meses do volume das atividades turísticas (Base: 12 meses imediatamente anteriores aos 12 últimos meses = 100) (%) [dezembro 2012 a dezembro 2016] - casas decimais:  padrão = 1, máximo = 1
3813	Distribuição percentual das pessoas de 25 a 64 anos de idade (%) - casas decimais:  padrão = 1, máximo = 8
3814	Pessoas de 25 a 64 anos de idade (Pessoas) - casas decimais:  padrão = 0, máximo = 0
3815	Número de municípios que fazem parte de Comitê de Bacia Hidrográfica (Unidades) - casas decimais:  padrão = 0, máximo = 0
3816	Percentual de municípios que fazem parte de Comitê de Bacia Hidrográfica (%) - casas decimais:  padrão = 1, máximo = 8
3817	Número de Fundações Privadas e Associações sem Fins Lucrativos (Unidades) - casas decimais:  padrão = 0, máximo = 0
3818	Número de Fundações Privadas e Associações sem Fins Lucrativos por 100.000 habitantes (Unidades) - casas decimais:  padrão = 1, máximo = 8
3819	População residente estimada em 01.07 (Mil pessoas) [2010 a 2012] - casas decimais:  padrão = 0, máximo = 3
3820	População residente em municípios com Agenda 21 Local (Pessoas) - casas decimais:  padrão = 0, máximo = 0
3821	População residente em municípios com Fórum da Agenda 21 Local (Pessoas) - casas decimais:  padrão = 0, máximo = 0
3822	Número de municípios com Agenda 21 Local (Unidades) - casas decimais:  padrão = 0, máximo = 0
3823	Percentual de municípios com Agenda 21 Local (%) - casas decimais:  padrão = 1, máximo = 8
3824	Número de municípios com Fórum da Agenda 21 Local (Unidades) - casas decimais:  padrão = 0, máximo = 0
3825	Percentual de municípios com Fórum da Agenda 21 Local (%) - casas decimais:  padrão = 1, máximo = 8
3826	Percentual da população residente em municípios com Agenda 21 Local (%) - casas decimais:  padrão = 1, máximo = 8
3827	Percentual da população residente em municípios com Fórum da Agenda 21 Local (%) - casas decimais:  padrão = 1, máximo = 8
3830	Emissões líquidas de gases de efeito estufa de origem antrópica (Gigagramas) - casas decimais:  padrão = 3, máximo = 3
3831	Volume de esgoto coletado por ano (Mil metros cúbicos) - casas decimais:  padrão = 0, máximo = 1
3832	Volume de esgoto tratado por ano (Mil metros cúbicos) - casas decimais:  padrão = 0, máximo = 1
3833	Percentual de esgoto tratado por ano (%) - casas decimais:  padrão = 1, máximo = 1
3834	Distribuição percentual da oferta interna de energia, segundo as fontes de energia (%) - casas decimais:  padrão = 1, máximo = 1
3835	Número de municípios com serviço de coleta seletiva de lixo (Unidades) - casas decimais:  padrão = 0, máximo = 0
3836	Número de municípios com serviço de coleta seletiva de lixo em toda a área municipal (Unidades) - casas decimais:  padrão = 0, máximo = 0
3837	Percentual de municípios com serviço de coleta seletiva de lixo em toda a área municipal (%) - casas decimais:  padrão = 1, máximo = 1
3838	Número de espécies da fauna terrestre brasileira ameaçadas de extinção (Unidades) - casas decimais:  padrão = 0, máximo = 0
3839	Pessoas de 25 a 64 anos de idade com 11 anos de estudo (Pessoas) - casas decimais:  padrão = 0, máximo = 0
3840	Proporção das pessoas de 25 a 64 anos de idade com 11 anos de estudo (%) - casas decimais:  padrão = 1, máximo = 8
3841	Número de articulações interinstitucionais existentes entre o município e os entes federativos (Unidades) - casas decimais:  padrão = 0, máximo = 0
3842	Distribuição percentual das articulações interinstitucionais existentes entre o município e os entes federativos (%) - casas decimais:  padrão = 1, máximo = 1
3843	Número de articulações interinstitucionais possíveis entre o município e os entes federativos (Unidades) - casas decimais:  padrão = 0, máximo = 0
3844	Proporção de articulações interinstitucionais existentes em relação às possíveis, entre o município e os entes federativos (%) - casas decimais:  padrão = 1, máximo = 1
3845	Área da Mata Atlântica na sua origem (Hectares) - casas decimais:  padrão = 0, máximo = 0
3846	Área da Mata Atlântica remanescente (Hectares) - casas decimais:  padrão = 0, máximo = 0
3847	Área da Mata Atlântica remanescente - em mata (Hectares) - casas decimais:  padrão = 0, máximo = 0
3848	Área da Mata Atlântica remanescente - em restinga (Hectares) - casas decimais:  padrão = 0, máximo = 0
3849	Área da Mata Atlântica remanescente - em mangue (Hectares) - casas decimais:  padrão = 0, máximo = 0
3850	Percentual da área da Mata Atlântica remanescente (%) - casas decimais:  padrão = 1, máximo = 1
3851	Área da Mata Atlântica desmatada (Hectares) - casas decimais:  padrão = 0, máximo = 0
3852	Percentual da área da Mata Atlântica desmatada (%) - casas decimais:  padrão = 1, máximo = 1
3853	Área do Cerrado na sua origem (Quilômetros quadrados) - casas decimais:  padrão = 0, máximo = 0
3854	Área do Cerrado remanescente em 2010 (Quilômetros quadrados) - casas decimais:  padrão = 0, máximo = 0
3855	Percentual da área do Cerrado remanescente em 2010 (%) - casas decimais:  padrão = 1, máximo = 1
